iter	Logloss
193	0.3656917664
194	0.365584514
195	0.365406099
196	0.365153718
197	0.3650043698
198	0.3649963228
199	0.3647295378
200	0.3645363586
201	0.364382816
202	0.3641318579
203	0.3639073442
204	0.3637145215
205	0.3634909639
206	0.3632411328
207	0.3629569467
208	0.3627816231
209	0.3625785533
210	0.3623610142
211	0.3621400163
212	0.362015234
213	0.3618379784
214	0.3617031584
215	0.3615608887
216	0.3613708031
217	0.3610783069
218	0.3609556427
219	0.3607263428
220	0.360598147
221	0.3604055337
222	0.3602086448
223	0.3599855685
224	0.3599646053
225	0.3597082434
226	0.3595463063
227	0.3594619458
228	0.3592562577
229	0.3591874374
230	0.3589291051
231	0.3587016151
232	0.3584458894
233	0.3582775914
234	0.3580891128
235	0.3579538941
236	0.3578835844
237	0.3576676808
238	0.3575170301
239	0.3573392035
240	0.3571048321
241	0.3569564038
242	0.3567336475
243	0.3566722154
244	0.3565379036
245	0.3563546177
246	0.3562561044
247	0.3560072795
248	0.3558060866
249	0.3556817203
250	0.3554356704
251	0.3554189268
252	0.3552081938
253	0.3550335863
254	0.354942889
255	0.3547706418
256	0.3546129038
257	0.3544231124
258	0.3542569649
259	0.3540553389
260	0.3538866771
261	0.353796755
262	0.35360269
263	0.3534146133
264	0.3533021679
265	0.3531225661
266	0.3529898592
267	0.3528644113
268	0.352697828
269	0.3525461536
270	0.3525291504
271	0.3524192125
272	0.3523097652
273	0.3521129788
274	0.3519227844
275	0.3517717692
276	0.3516410855
277	0.3515591797
278	0.3513825572
279	0.3512350716
280	0.3511332514
281	0.3509565216
282	0.3508258242
283	0.3507064801
284	0.3505430448
285	0.3503635016
286	0.350278191
287	0.3501971036
288	0.3500186568
289	0.3498943045
290	0.3497778632
291	0.349721477
292	0.3495884087
293	0.3494988686
294	0.3493436054
295	0.349233689
296	0.3490414348
297	0.3490218297
298	0.3490012211
299	0.3488563761
300	0.3487139874
301	0.3486993999
302	0.3485725343
303	0.34846884
304	0.348405356
305	0.3482818094
306	0.3481626906
307	0.3480605157
308	0.3479504882
309	0.3479319566
310	0.347802402
311	0.3476921778
312	0.3475564879
313	0.3474136535
314	0.3473596406
315	0.3472752222
316	0.347256198
317	0.347175524
318	0.3471046464
319	0.3469652053
320	0.3468312494
321	0.346726207
322	0.3466101524
323	0.3465080124
324	0.3464659551
325	0.3463258494
326	0.3461972861
327	0.3460690629
328	0.3459156666
329	0.3458474367
330	0.3457769941
331	0.34569719
332	0.3455974403
333	0.3454916266
334	0.3453560803
335	0.3452711463
336	0.3451287735
337	0.3449827679
338	0.3448974801
339	0.3447973929
340	0.3446731728
341	0.3445539967
342	0.3444283484
343	0.34432993
344	0.3442394277
345	0.344191582
346	0.3441669026
347	0.344075684
348	0.3439624293
349	0.3438670116
350	0.3438150946
351	0.3438149116
352	0.3437641427
353	0.3436882854
354	0.3436023754
355	0.3435553692
356	0.3434374897
357	0.3433419804
358	0.3432899023
359	0.3431547367
360	0.3430712188
361	0.3430128869
362	0.3429301053
363	0.3428777861
364	0.3428307168
365	0.34277556
366	0.3426511332
367	0.3425671801
368	0.3424501904
369	0.3423377968
370	0.3421725993
371	0.3421280099
372	0.3420707402
373	0.3420294825
374	0.3419081176
375	0.3418175705
376	0.3417354555
377	0.341682229
378	0.3416126155
379	0.3416123977
380	0.3415260134
381	0.3414785635
382	0.3414197287
383	0.3413345755
384	0.3412216052
385	0.3411584479
386	0.3411021723
387	0.341001325
388	0.3409561883
389	0.3408677597
390	0.3408073749
391	0.3407578584
392	0.3406931093
393	0.340613902
394	0.3405975776
395	0.3405023534
396	0.340460158
397	0.3404048566
398	0.3402786085
399	0.3401843902
400	0.3400554378
401	0.3399665824
402	0.3399194562
403	0.3398619728
404	0.3398018252
405	0.3398015708
406	0.3396740348
407	0.3396740094
408	0.3396737212
409	0.3396332749
410	0.339602487
411	0.3395756153
412	0.3394510479
413	0.3394450631
414	0.3393737674
415	0.3393200065
416	0.3392136143
417	0.3391269238
418	0.3390820866
419	0.3390793233
420	0.3389360941
421	0.3388254446
422	0.3387827024
423	0.3387628238
424	0.3386980227
425	0.3386513917
426	0.3385711801
427	0.3384549504
428	0.3384146266
429	0.3383648639
430	0.3383439668
431	0.3383105965
432	0.338207354
433	0.3382072003
434	0.3381721022
435	0.3381140807
436	0.3380958108
437	0.3380895439
438	0.3380844975
439	0.3380746108
440	0.3380533909
441	0.3380014415
442	0.3380014411
443	0.3379515954
444	0.3378408741
445	0.3378020543
446	0.3378010622
447	0.3376795489
448	0.3376515411
449	0.3375967675
450	0.3374934081
451	0.3374272931
452	0.3374177045
453	0.3373401555
454	0.3372734292
455	0.3372263675
456	0.3371913625
457	0.3370856985
458	0.3370291562
459	0.3369733471
460	0.3368827714
461	0.3368287758
462	0.3367637727
463	0.336670193
464	0.3366066719
465	0.336582895
466	0.3365056691
467	0.3364203649
468	0.3363510541
469	0.3363001902
470	0.3362276772
471	0.3361506284
472	0.3360480117
473	0.3360196501
474	0.3360195737
475	0.336018981
476	0.3359359457
477	0.3358606474
478	0.3358051237
479	0.3357916407
480	0.3357914893
481	0.3357320912
482	0.3356663544
483	0.3356494724
484	0.3356245047
485	0.3355338441
486	0.3355264147
487	0.3355263453
488	0.3354599595
489	0.335381647
490	0.3353815815
491	0.3353274599
492	0.3352535013
493	0.3352534379
494	0.3351747386
495	0.3351195423
496	0.3351027254
497	0.3350318578
498	0.3349821703
499	0.3349027255
500	0.3348513539
501	0.3347820173
502	0.3347102367
503	0.3346778336
504	0.3346156952
505	0.3345523314
506	0.3345522651
507	0.3345264963
508	0.3344514409
509	0.3343340277
510	0.3343339585
511	0.3342996517
512	0.33426822
513	0.3341725844
514	0.3341186971
515	0.3340798006
516	0.3340797792
517	0.3339776846
518	0.3339773784
519	0.3339773163
520	0.3338788455
521	0.3338138818
522	0.3337646219
523	0.3337645603
524	0.3336879699
525	0.3336644296
526	0.3336643694
527	0.3335806705
528	0.3335804675
529	0.3335389377
530	0.3335372464
531	0.3335371856
532	0.3335167912
533	0.3334492672
534	0.3333174936
535	0.3331895151
536	0.3331330638
537	0.3330152481
538	0.332978088
539	0.3329339879
540	0.332932886
541	0.3329325875
542	0.3329319935
543	0.3329292491
544	0.3328383616
545	0.3328215172
546	0.3327796838
547	0.3327792571
548	0.3326793076
549	0.3326739827
550	0.3326424489
551	0.3325909902
552	0.3324847786
553	0.3324741805
554	0.332466817
555	0.3324265653
556	0.3323317114
557	0.3322984387
558	0.3322402686
559	0.3321418297
560	0.3320970126
561	0.3320190949
562	0.3319883564
563	0.3319851275
564	0.3318815436
565	0.3318113091
566	0.3317673636
567	0.331662444
568	0.3315728801
569	0.3315399805
570	0.3315399239
571	0.3315317954
572	0.331441822
573	0.3313910053
574	0.3313854474
575	0.3313102297
576	0.3312488823
577	0.3312386206
578	0.3312156565
579	0.3312155919
580	0.331132133
581	0.3311248537
582	0.3311235398
583	0.3310994259
584	0.331087927
585	0.3310464533
586	0.3310372586
587	0.3309717076
588	0.3309716428
589	0.3309072666
590	0.3309072039
591	0.3309063269
592	0.3308481116
593	0.3308419062
594	0.3308358436
595	0.3308346567
596	0.330834656
597	0.3307909361
598	0.3307866634
599	0.330751575
600	0.3307459655
601	0.3307110055
602	0.3306647927
603	0.3306228807
604	0.3305433843
605	0.3304986444
606	0.3304565579
607	0.3304454734
608	0.330329177
609	0.3303288798
610	0.3302427734
611	0.3302360875
612	0.3301707303
613	0.3300748538
614	0.3300343286
615	0.329973019
616	0.3299389676
617	0.329933001
618	0.3298779579
619	0.3298779015
620	0.3298330719
621	0.3298078304
622	0.3297707712
623	0.3297061779
624	0.3296999399
625	0.3296698416
626	0.3296611287
627	0.329620388
628	0.3295791428
629	0.3295370601
630	0.3295321937
631	0.3294582961
632	0.329419004
633	0.3293851698
634	0.3292700941
635	0.3292227774
636	0.3292227314
637	0.32917998
638	0.3291799362
639	0.3291554799
640	0.3291538367
641	0.3291046351
642	0.3290780017
643	0.3290354569
644	0.3289278639
645	0.3288689685
646	0.3288572712
647	0.3288001218
648	0.3287797123
649	0.3287791243
650	0.3287468084
651	0.3286716938
652	0.328640392
653	0.3286358
654	0.3285832898
655	0.3284715217
656	0.3284713433
657	0.3283827207
658	0.3283798198
659	0.3283289826
660	0.3283289811
661	0.3282412408
662	0.3282412101
663	0.328179817
664	0.3281401786
665	0.3281212461
666	0.3281158848
667	0.3281102636
668	0.3281003554
669	0.3280656412
670	0.3279982767
671	0.3279412628
672	0.327932931
673	0.3279285444
674	0.3279285105
675	0.3279172505
676	0.3279107999
677	0.3278604756
678	0.3278603919
679	0.3278346625
680	0.3278211473
681	0.3278142787
682	0.3277560008
683	0.3276966372
684	0.3276966062
685	0.3276837415
686	0.3276714977
687	0.327626509
688	0.3276144725
689	0.3275964907
690	0.3275932717
691	0.3275932417
692	0.3275902654
693	0.3275196136
694	0.3274716235
695	0.3274050816
696	0.3273899082
697	0.3273846334
698	0.327384603
699	0.3273845242
700	0.3273805213
701	0.32727251
702	0.3272725052
703	0.3272371433
704	0.327233902
705	0.3272337547
706	0.3272009199
707	0.3271521356
708	0.3271521033
709	0.3271440706
710	0.3271440483
711	0.3271440189
712	0.3271439907
713	0.3271237925
714	0.3270834237
715	0.3270745939
716	0.3270742028
717	0.3270741575
718	0.3270738649
719	0.3270651329
720	0.3270651195
721	0.3269827817
722	0.3269736217
723	0.3269254991
724	0.326895391
725	0.3268131033
726	0.326813077
727	0.3267485098
728	0.3267484839
729	0.326729525
730	0.326655361
731	0.326642603
732	0.3266161709
733	0.3265507843
734	0.3265247418
735	0.3264540221
736	0.3264113045
737	0.3264106391
738	0.3263797056
739	0.3263393379
740	0.3263393126
741	0.3262751955
742	0.3262547961
743	0.3262440421
744	0.3262401344
745	0.326233537
746	0.3262124405
747	0.3261760791
748	0.3261454663
749	0.3260768939
750	0.3260605234
751	0.326060495
752	0.3259942479
753	0.3259687708
754	0.3259670703
755	0.3259324933
756	0.3259324891
757	0.3259252726
758	0.3258972101
759	0.325897209
760	0.3258757011
761	0.3258743934
762	0.3258481037
763	0.325753279
764	0.3256773022
765	0.3256039591
766	0.3256038319
767	0.3255762413
768	0.3255508053
769	0.3255066304
770	0.3254222002
771	0.3254215487
772	0.3254135941
773	0.3254130304
774	0.3254090761
775	0.3253961512
776	0.3253369047
777	0.3253367765
778	0.3253360288
779	0.3252651511
780	0.3251978683
781	0.3251976474
782	0.3251706743
783	0.3251134571
784	0.3250512458
785	0.325051174
786	0.3250189951
787	0.3249475644
788	0.32494744
789	0.3249474387
790	0.3249451385
791	0.3248807836
792	0.3248483182
793	0.3248075776
794	0.3247274553
795	0.3247187344
796	0.3246413331
797	0.3246256918
798	0.3246256769
799	0.3246256719
800	0.3245589721
801	0.3245319465
802	0.3245234387
803	0.3244506025
804	0.3243971602
805	0.3243364062
806	0.3243020853
807	0.3242304133
808	0.3241867994
809	0.3241867079
810	0.3241357481
811	0.3241357458
812	0.3240535485
813	0.3240093096
814	0.3239087416
815	0.3238617301
816	0.3237727192
817	0.3237727135
818	0.3237727093
819	0.3236857977
820	0.3236109757
821	0.3235276761
822	0.3234803557
823	0.3234715322
824	0.3233894724
825	0.323344505
826	0.3232818674
827	0.3232539165
828	0.3232323249
829	0.3232078115
830	0.3231827373
831	0.3230758179
832	0.3230114109
833	0.323010295
834	0.3229666854
835	0.3228777219
836	0.3228777108
837	0.3228585092
838	0.3227875649
839	0.3227652171
840	0.3227001296
841	0.3226514613
842	0.3226108832
843	0.32248676
844	0.3223757722
845	0.3223757693
846	0.3222746109
847	0.3222717842
848	0.3222716784
849	0.3222233857
850	0.3221648142
851	0.3221646403
852	0.322134365
853	0.3220901014
854	0.3220355209
855	0.3220352828
856	0.3220352535
857	0.3220257008
858	0.3219302299
859	0.3219271456
860	0.3219243267
861	0.3219225546
862	0.3218837609
863	0.3218837563
864	0.3218052083
865	0.3217479336
866	0.3216981769
867	0.3216981475
868	0.3216974495
869	0.32158261
870	0.3214949257
871	0.3214715042
872	0.3214624903
873	0.3214227852
874	0.3213759995
875	0.3213125565
876	0.3212689786
877	0.3212429303
878	0.3211829224
879	0.321127508
880	0.3211267608
881	0.3211026146
882	0.3210548406
883	0.3209833402
884	0.3209696556
885	0.3209157224
886	0.3208628088
887	0.3207942448
888	0.3207584716
889	0.3207080226
890	0.3206751363
891	0.3206669247
892	0.3206654677
893	0.3206127264
894	0.3205000836
895	0.3204920511
896	0.3204081239
897	0.3204023202
898	0.320359037
899	0.320357335
900	0.3203569378
901	0.3203330847
902	0.3203102101
903	0.3202487495
904	0.3202260028
905	0.3202210639
906	0.3201594069
907	0.3201551332
908	0.3200835461
909	0.3200305831
910	0.3200064492
911	0.3198903896
912	0.3198398764
913	0.3197814305
914	0.3196919574
915	0.3196503482
916	0.3196430262
917	0.319642366
918	0.3196417099
919	0.3196409157
920	0.3196079108
921	0.3195253218
922	0.3194503481
923	0.319450321
924	0.3193771014
925	0.3193563779
926	0.3193265573
927	0.3193205559
928	0.3192644502
929	0.3192527172
930	0.3191871492
931	0.319186489
932	0.3191743938
933	0.319074836
934	0.3190743841
935	0.3190642397
936	0.3190001179
937	0.3189830301
938	0.3189827493
939	0.3189519411
940	0.3189229774
941	0.3188375647
942	0.3188366387
943	0.3187738751
944	0.318757613
945	0.3187531443
946	0.3186785332
947	0.3186239726
948	0.3185545337
949	0.3185459052
950	0.3184925641
951	0.318457397
952	0.3184422796
953	0.318417993
954	0.3184097441
955	0.3183979259
956	0.3183347782
957	0.3183107554
958	0.3182378335
959	0.3181786477
960	0.3181557559
961	0.3181321662
962	0.3181209047
963	0.3181153928
964	0.3180781049
965	0.3179919722
966	0.317911637
967	0.3179077867
968	0.3178244117
969	0.3177693461
970	0.3177276532
971	0.317656173
972	0.3176356569
973	0.3175791404
974	0.3175383671
975	0.3175379207
976	0.3175297782
977	0.3174656179
978	0.3174548783
979	0.3174498754
980	0.3174492345
981	0.3174423351
982	0.3173734798
983	0.3173280419
984	0.3172832722
985	0.317272356
986	0.3172530795
987	0.3171703618
988	0.317144578
989	0.3170711255
990	0.3169964315
991	0.3168783238
992	0.3168026952
993	0.3167104475
994	0.3166416461
995	0.3166412058
996	0.3166058673
997	0.3165589346
998	0.3165024701
999	0.3164953526
